order_id,customer_id,seller_id,order_date,total_items,total_amount,payment_method,order_status
1145,160,32,2024-12-07,3,7021,COD,Delivered
1146,68,49,2024-04-14,4,29674,Wallet,Returned
1147,333,12,2024-07-15,5,28364,UPI,Delivered
1148,164,9,2024-02-16,1,8761,Wallet,Delivered
1149,950,45,2024-02-09,5,1633,UPI,Returned
1150,756,22,2024-09-09,3,2176,COD,Delivered
1151,535,32,2024-09-20,2,35694,Credit Card,Delivered
1152,688,14,2024-01-23,1,45260,Wallet,Delivered
1153,807,4,2024-07-26,5,31735,UPI,Cancelled
1154,317,34,2024-07-10,3,22144,UPI,Delivered
1155,889,36,2024-08-19,2,1960,UPI,Delivered
1156,600,21,2024-04-02,3,22562,COD,Delivered
1157,673,36,2024-09-25,3,16561,UPI,Cancelled
1158,496,10,2024-05-09,5,38193,UPI,Cancelled
1159,850,13,2024-09-12,2,14838,UPI,Delivered
1160,166,13,2024-08-13,5,46693,Wallet,Delivered
1161,577,32,2024-06-28,4,41747,COD,Cancelled
1162,934,50,2024-06-29,3,19201,COD,Cancelled
1163,135,21,2024-12-25,2,48091,COD,Returned
1164,33,7,2024-09-05,3,3864,COD,Delivered
1165,772,35,2024-01-04,3,38340,Credit Card,Returned
1166,382,3,2024-12-29,5,7401,COD,Delivered
1167,167,28,2024-05-27,2,33095,Credit Card,Cancelled
1168,563,34,2024-12-15,1,13510,COD,Delivered
1169,838,6,2024-03-04,3,5863,COD,Delivered
1170,667,42,2024-03-05,1,32759,Wallet,Cancelled
1171,988,41,2024-04-11,2,33266,Credit Card,Cancelled
1172,519,19,2024-06-03,2,32623,Credit Card,Returned
1173,371,22,2024-04-05,2,14506,Credit Card,Cancelled
1174,947,41,2024-05-17,3,21690,Credit Card,Delivered
1175,768,48,2024-06-20,2,46254,UPI,Cancelled
1176,515,20,2024-11-09,3,33313,Wallet,Cancelled
1177,338,20,2024-10-28,1,14479,Credit Card,Cancelled
1178,264,23,2024-11-26,4,2582,Wallet,Cancelled
1179,197,17,2024-12-24,4,44190,COD,Delivered
1180,692,36,2024-05-12,2,30760,UPI,Returned
1181,885,14,2024-12-17,1,9736,Wallet,Returned
1182,254,21,2024-12-11,2,35795,COD,Delivered
1183,185,29,2024-02-25,4,22344,Credit Card,Returned
1184,808,27,2024-06-15,1,40160,Credit Card,Cancelled
1185,668,7,2024-04-04,3,40407,UPI,Returned
1186,137,9,2024-04-03,2,25857,UPI,Delivered
1187,933,13,2024-12-12,4,10522,COD,Cancelled
1188,94,19,2024-08-02,3,30212,UPI,Delivered
1189,719,42,2024-12-21,2,38128,COD,Returned
1190,720,23,2024-04-23,5,6608,Wallet,Returned
1191,183,21,2024-04-01,3,15339,Credit Card,Delivered
1192,943,33,2024-04-28,2,29893,Wallet,Cancelled
1193,174,5,2024-06-03,1,44565,Wallet,Returned
1194,995,48,2024-09-13,1,9348,COD,Delivered
1195,413,33,2024-02-03,1,48977,Wallet,Returned
1196,526,29,2024-10-06,4,30304,UPI,Delivered
1197,287,22,2024-12-02,1,2405,UPI,Cancelled
1198,760,28,2024-12-02,3,15926,COD,Delivered
1199,997,18,2024-11-29,5,27752,Wallet,Returned
1200,539,24,2024-05-15,1,14480,Wallet,Cancelled
1201,661,47,2024-05-13,4,29105,UPI,Cancelled
1202,756,40,2024-05-06,1,19390,Wallet,Cancelled
1203,644,32,2024-07-04,1,6032,Wallet,Cancelled
1204,497,21,2024-01-01,2,5915,Wallet,Cancelled
1205,149,9,2024-06-10,5,11742,COD,Returned
1206,144,27,2024-10-27,2,20464,Credit Card,Returned
1207,358,10,2024-05-26,3,2910,Credit Card,Returned
1208,273,31,2024-11-12,2,6549,COD,Cancelled
1209,468,18,2024-07-29,1,5189,Credit Card,Returned
1210,410,31,2024-01-14,1,46181,Wallet,Returned
1211,173,44,2024-11-15,5,24100,COD,Returned
1212,383,30,2024-03-20,2,27000,UPI,Cancelled
1213,269,33,2024-01-19,4,46214,Credit Card,Delivered
1214,550,41,2024-06-12,1,33290,UPI,Delivered
1215,979,38,2024-03-12,5,39439,COD,Returned
1216,375,9,2024-11-25,3,48668,COD,Cancelled
1217,232,16,2024-01-28,1,6095,Wallet,Cancelled
1218,789,25,2024-04-14,5,20396,Credit Card,Cancelled
1219,496,33,2024-09-02,1,37219,Wallet,Cancelled
1220,901,26,2024-09-08,2,47779,UPI,Returned
1221,405,27,2024-06-19,5,27320,UPI,Cancelled
1222,197,34,2024-12-28,2,5436,Wallet,Returned
1223,966,41,2024-06-29,3,38638,UPI,Delivered
1224,723,6,2024-07-11,5,1443,COD,Returned
1225,759,9,2024-05-19,4,26966,UPI,Delivered
1226,16,29,2024-08-08,5,15193,UPI,Returned
1227,270,4,2024-05-03,2,44593,Wallet,Cancelled
1228,342,12,2024-03-21,2,20957,Wallet,Returned
1229,736,4,2024-05-31,4,21838,COD,Returned
1230,335,17,2024-01-26,1,9942,Credit Card,Delivered
1231,933,17,2024-10-06,1,24573,Credit Card,Delivered
1232,342,6,2024-07-21,2,13103,UPI,Delivered
1233,190,23,2024-09-05,3,6133,Wallet,Returned
1234,755,25,2024-07-17,3,44264,Credit Card,Returned
1235,420,23,2024-06-26,4,21035,UPI,Returned
1236,995,41,2024-07-31,2,30348,Credit Card,Delivered
1237,408,41,2024-12-04,5,18255,COD,Cancelled
1238,558,4,2024-04-14,4,36078,Credit Card,Returned
1239,785,22,2024-09-04,4,36759,Wallet,Cancelled
1240,436,38,2024-01-06,1,3314,COD,Returned
1241,571,5,2024-11-08,2,5431,Wallet,Cancelled
1242,598,19,2024-10-10,4,46348,COD,Delivered
1243,830,3,2024-03-18,2,36209,Wallet,Cancelled
1244,515,4,2024-08-27,3,2551,UPI,Delivered
1245,99,45,2024-11-21,4,47890,Wallet,Delivered
1246,931,18,2024-04-04,3,32736,Credit Card,Cancelled
1247,809,44,2024-08-15,1,5337,Credit Card,Delivered
1248,903,25,2024-01-27,5,13622,COD,Returned
1249,654,13,2024-03-08,2,22561,UPI,Cancelled
1250,78,28,2024-05-27,4,9998,UPI,Delivered
1251,508,35,2024-02-04,5,44455,COD,Returned
1252,393,45,2024-11-13,2,41155,UPI,Returned
1253,842,46,2024-06-21,4,29687,Credit Card,Cancelled
1254,63,10,2024-04-28,1,1864,Credit Card,Returned
1255,759,35,2024-04-15,3,30868,Credit Card,Cancelled
1256,378,24,2024-01-16,4,1615,COD,Returned
1257,462,47,2024-02-18,3,27220,Wallet,Returned
1258,469,38,2024-06-21,2,40971,Credit Card,Returned
1259,268,29,2024-09-04,2,48193,Credit Card,Returned
1260,793,39,2024-10-12,5,36128,COD,Cancelled
1261,451,32,2024-07-02,1,42250,Credit Card,Delivered
1262,308,37,2024-11-21,2,25597,UPI,Delivered
1263,121,50,2024-08-06,5,45919,Credit Card,Cancelled
1264,923,47,2024-08-16,3,23632,COD,Cancelled
1265,774,24,2024-02-22,4,46342,Credit Card,Cancelled
1266,452,39,2024-10-24,2,1735,Wallet,Cancelled
1267,904,37,2024-10-31,1,2728,UPI,Delivered
1268,385,18,2024-12-06,5,46956,COD,Returned
1269,628,46,2024-02-05,2,14916,Wallet,Cancelled
1270,134,27,2024-12-06,1,9405,Credit Card,Returned
1271,302,28,2024-01-21,3,24711,Credit Card,Cancelled
1272,920,46,2024-01-16,5,28623,COD,Returned
1273,455,20,2024-08-29,2,2790,Wallet,Cancelled
1274,193,50,2024-08-10,3,36993,Wallet,Delivered
1275,606,16,2024-01-19,4,26780,UPI,Delivered
1276,962,16,2024-11-29,3,2148,UPI,Cancelled
1277,691,41,2024-02-04,5,23258,UPI,Delivered
1278,891,48,2024-08-05,4,8527,UPI,Delivered
1279,52,44,2024-02-15,3,23983,COD,Delivered
1280,176,21,2024-09-16,5,28401,COD,Delivered
1281,440,35,2024-02-26,2,4300,COD,Delivered
1282,496,1,2024-07-29,2,4848,Credit Card,Cancelled
1283,822,46,2024-03-11,4,44478,Wallet,Returned
1284,144,40,2024-05-08,3,5140,UPI,Cancelled
1285,677,44,2024-01-31,1,28917,Wallet,Cancelled
1286,983,48,2024-01-31,5,44425,Wallet,Cancelled
1287,976,8,2024-12-27,5,15390,Credit Card,Delivered
1288,418,20,2024-10-21,5,35539,Credit Card,Cancelled
1289,20,26,2024-10-10,2,48501,UPI,Returned
1290,985,6,2024-05-10,3,20233,Credit Card,Cancelled
1291,119,2,2024-07-10,2,19867,Wallet,Delivered
1292,750,39,2024-01-16,5,46944,Credit Card,Cancelled
1293,921,44,2024-09-30,3,3206,Wallet,Delivered
1294,646,26,2024-06-06,4,3120,Wallet,Returned
1295,933,14,2024-10-12,2,38130,UPI,Delivered
1296,3,41,2024-07-03,2,25369,UPI,Returned
1297,357,35,2024-11-21,3,45256,UPI,Cancelled
1298,649,46,2024-06-26,1,13456,UPI,Returned
1299,802,37,2024-03-14,1,19305,Wallet,Cancelled
1300,817,10,2024-02-04,2,37141,Credit Card,Cancelled
1301,312,47,2024-05-04,2,48083,Credit Card,Delivered
1302,317,36,2024-05-17,1,12686,Credit Card,Returned
1303,937,12,2024-08-20,4,23802,Credit Card,Delivered
1304,173,30,2024-03-02,3,11738,Credit Card,Returned
1305,594,3,2024-09-24,5,39753,UPI,Cancelled
1306,557,40,2024-10-16,1,22482,Credit Card,Returned
1307,359,45,2024-06-21,5,44198,Credit Card,Delivered
1308,951,21,2024-02-01,2,41370,COD,Delivered
1309,831,9,2024-05-23,4,16846,COD,Cancelled
1310,294,16,2024-08-18,4,34412,UPI,Delivered
1311,186,29,2024-08-16,4,36482,Credit Card,Delivered
1312,995,2,2024-05-20,3,48265,COD,Returned
1313,41,24,2024-08-29,4,16683,COD,Delivered
1314,853,29,2024-10-11,2,22217,Credit Card,Delivered
1315,19,42,2024-11-22,5,43884,UPI,Delivered
1316,186,14,2024-12-20,1,3562,Credit Card,Returned
1317,527,17,2024-10-01,2,36211,COD,Returned
1318,230,34,2024-06-17,3,48623,Credit Card,Delivered
1319,73,17,2024-11-17,2,28900,UPI,Cancelled
1320,189,44,2024-02-25,5,43295,COD,Cancelled
1321,796,41,2024-12-25,4,5707,COD,Returned
1322,122,10,2024-02-13,1,20444,COD,Cancelled
1323,673,5,2024-12-12,3,40799,Wallet,Cancelled
1324,153,35,2024-06-07,5,10597,UPI,Returned
1325,25,19,2024-04-24,2,26127,UPI,Delivered
1326,185,40,2024-11-19,2,43217,UPI,Returned
1327,351,21,2024-07-13,5,43539,Wallet,Delivered
1328,434,50,2024-05-05,5,45920,COD,Cancelled
1329,149,1,2024-10-24,3,16144,Wallet,Delivered
1330,561,35,2024-09-15,5,14779,UPI,Returned
1331,27,2,2024-12-05,4,45561,COD,Delivered
1332,104,13,2024-03-15,1,17032,Credit Card,Cancelled
1333,2,6,2024-11-15,4,18744,Credit Card,Cancelled
1334,61,27,2024-06-23,3,46576,COD,Returned
1335,993,36,2024-10-17,3,13508,Wallet,Returned
1336,411,4,2024-02-01,5,35193,Credit Card,Returned
1337,379,36,2024-10-04,1,12734,UPI,Returned
1338,658,36,2024-02-12,4,29700,UPI,Cancelled
1339,732,49,2024-02-22,1,6332,UPI,Cancelled
1340,730,20,2024-12-29,1,36235,COD,Returned
1341,560,30,2024-07-29,2,40667,UPI,Cancelled
1342,536,21,2024-01-12,2,21180,Credit Card,Delivered
1343,77,7,2024-09-17,3,7156,UPI,Returned
1344,718,8,2024-06-23,5,26367,Credit Card,Returned
1345,431,41,2024-11-19,4,28293,COD,Returned
1346,669,18,2024-07-07,4,38855,Credit Card,Returned
1347,851,15,2024-03-21,1,14283,COD,Returned
1348,457,7,2024-08-07,1,30692,UPI,Returned
1349,534,26,2024-12-07,1,34124,COD,Delivered
1350,587,42,2024-08-13,4,45518,Credit Card,Delivered
1351,582,24,2024-05-17,2,29388,Credit Card,Returned
1352,200,11,2024-03-30,2,43938,Wallet,Returned
1353,633,37,2024-04-10,2,832,Credit Card,Returned
1354,554,15,2024-04-04,2,17905,COD,Delivered
1355,211,19,2024-10-01,3,49141,COD,Delivered
1356,570,38,2024-03-08,1,46535,UPI,Returned
1357,278,49,2024-10-31,4,35742,Credit Card,Delivered
1358,845,11,2024-02-23,5,42214,UPI,Returned
1359,568,31,2024-07-13,3,5912,UPI,Cancelled
1360,969,47,2024-08-11,1,19640,UPI,Delivered
1361,645,24,2024-01-22,5,25643,UPI,Returned
1362,701,45,2024-12-14,2,49321,UPI,Returned
1363,188,14,2024-11-10,2,34650,UPI,Delivered
1364,955,23,2024-09-30,2,19317,UPI,Cancelled
1365,301,47,2024-05-28,1,43673,COD,Cancelled
1366,832,11,2024-11-16,3,18875,UPI,Returned
1367,8,32,2024-03-26,4,8548,COD,Cancelled
1368,354,36,2024-11-28,5,29253,COD,Cancelled
1369,585,9,2024-06-21,5,2658,Wallet,Cancelled
1370,757,11,2024-04-17,4,45833,Wallet,Cancelled
1371,847,37,2024-10-04,5,7458,UPI,Returned
1372,912,15,2024-06-30,4,31033,Credit Card,Delivered
1373,145,20,2024-04-25,5,29580,Credit Card,Returned
1374,881,7,2024-04-16,5,29736,Wallet,Cancelled
1375,220,5,2024-06-22,2,46884,COD,Cancelled
1376,968,18,2024-01-15,3,9014,Credit Card,Delivered
1377,232,8,2024-10-04,5,21806,UPI,Delivered
1378,954,41,2024-02-16,5,47266,Credit Card,Cancelled
1379,609,11,2024-02-02,3,43495,COD,Delivered
1380,150,44,2024-04-09,4,1976,Credit Card,Cancelled
1381,5,27,2024-09-05,5,17637,UPI,Returned
1382,310,34,2024-05-22,2,36209,Wallet,Returned
1383,229,23,2024-06-26,4,18810,COD,Returned
1384,579,44,2024-01-08,5,20111,Credit Card,Returned
1385,214,9,2024-04-06,2,19797,Wallet,Cancelled
1386,534,4,2024-11-22,1,13815,Wallet,Delivered
1387,111,11,2024-11-19,5,688,UPI,Cancelled
1388,581,11,2024-09-06,2,47728,UPI,Delivered
1389,154,49,2024-08-18,2,49560,COD,Delivered
1390,476,13,2024-05-10,2,20704,COD,Cancelled
1391,808,2,2024-08-06,5,46786,Credit Card,Returned
1392,426,7,2024-06-21,5,28349,Wallet,Delivered
1393,720,19,2024-09-15,1,23013,Wallet,Cancelled
1394,480,22,2024-07-08,1,18986,Wallet,Delivered
1395,580,43,2024-11-22,5,46245,Wallet,Delivered
1396,838,26,2024-03-03,4,2575,Wallet,Cancelled
1397,4,29,2024-06-04,1,27793,Credit Card,Returned
1398,135,41,2024-01-19,4,49417,Wallet,Delivered
1399,350,23,2024-12-17,1,33723,COD,Returned
1400,458,42,2024-05-28,5,32869,Wallet,Cancelled
1401,712,13,2024-10-31,4,7530,Wallet,Returned
1402,17,33,2024-05-23,5,18010,COD,Delivered
1403,141,31,2024-05-25,3,4580,Wallet,Returned
1404,462,42,2024-04-24,4,13837,Credit Card,Cancelled
1405,165,39,2024-01-26,1,854,Credit Card,Returned
1406,121,39,2024-01-07,5,43313,UPI,Delivered
1407,850,25,2024-05-15,5,5991,Credit Card,Cancelled
1408,817,26,2024-10-26,1,41168,Credit Card,Returned
1409,346,22,2024-05-22,3,34563,UPI,Returned
1410,786,15,2024-01-01,1,22299,Wallet,Cancelled
1411,519,18,2024-08-07,1,17978,Wallet,Delivered
1412,962,22,2024-12-16,1,26356,Credit Card,Cancelled
1413,33,19,2024-12-19,1,45770,Wallet,Cancelled
1414,798,27,2024-07-11,2,28195,UPI,Returned
1415,397,46,2024-04-30,2,13424,UPI,Cancelled
1416,108,36,2024-04-14,2,28923,Wallet,Returned
1417,536,36,2024-05-28,5,3273,Credit Card,Returned
1418,916,28,2024-11-07,3,48290,Wallet,Delivered
1419,359,2,2024-10-14,4,20381,COD,Delivered
1420,981,4,2024-09-23,2,32490,UPI,Cancelled
1421,495,23,2024-09-29,3,33720,COD,Cancelled
1422,419,37,2024-08-20,1,21680,Credit Card,Returned
1423,70,46,2024-11-28,1,24860,Credit Card,Returned
1424,709,12,2024-02-04,3,9503,Wallet,Returned
1425,910,14,2024-02-05,1,4739,UPI,Cancelled
1426,963,18,2024-10-03,4,20843,UPI,Returned
1427,958,9,2024-05-19,1,6068,Credit Card,Delivered
1428,641,21,2024-10-24,3,44468,Credit Card,Delivered
1429,94,43,2024-01-06,1,39242,Credit Card,Returned
1430,605,20,2024-05-08,5,32614,COD,Returned
1431,919,31,2024-08-29,5,25685,UPI,Returned
1432,510,1,2024-10-17,3,49290,Wallet,Returned
1433,520,33,2024-10-04,5,38219,COD,Returned
1434,716,33,2024-07-05,3,37936,Wallet,Returned
1435,768,35,2024-01-06,4,25659,UPI,Delivered
1436,904,5,2024-01-06,4,18347,UPI,Cancelled
1437,244,31,2024-04-02,3,47457,COD,Returned
1438,408,29,2024-05-21,4,48185,COD,Returned
1439,353,49,2024-08-15,3,32691,UPI,Delivered
1440,811,19,2024-06-03,2,26774,Credit Card,Returned
1441,794,29,2024-11-29,4,44652,Credit Card,Cancelled
1442,394,17,2024-06-25,3,29733,COD,Delivered
1443,848,30,2024-02-24,1,11661,COD,Cancelled
1444,36,24,2024-07-13,5,21706,COD,Returned
1445,128,19,2024-04-02,5,18053,COD,Cancelled
1446,483,37,2024-01-28,3,39872,Credit Card,Delivered
1447,72,38,2024-09-08,3,14410,COD,Cancelled
1448,823,41,2024-08-28,3,16425,COD,Returned
1449,196,36,2024-08-03,1,48102,UPI,Cancelled
1450,480,23,2024-10-23,5,24598,Wallet,Delivered
1451,720,21,2024-10-03,1,2134,Wallet,Delivered
1452,840,22,2024-08-12,4,24968,COD,Delivered
1453,17,35,2024-03-27,5,5125,Wallet,Cancelled
1454,427,4,2024-10-02,5,23292,Credit Card,Cancelled
1455,375,6,2024-04-12,1,44906,Wallet,Returned
1456,295,9,2024-11-24,5,28423,Credit Card,Returned
1457,648,27,2024-06-06,2,19414,Wallet,Cancelled
1458,397,37,2024-07-15,5,33520,UPI,Returned
1459,707,42,2024-10-07,5,42685,COD,Returned
1460,704,14,2024-01-13,4,21941,UPI,Delivered
1461,26,35,2024-04-09,2,15866,Credit Card,Delivered
1462,447,17,2024-08-13,2,26419,Credit Card,Delivered
1463,581,22,2024-12-06,4,7672,UPI,Returned
1464,379,44,2024-03-10,3,18464,COD,Cancelled
1465,119,39,2024-09-04,2,32650,Credit Card,Delivered
1466,68,7,2024-05-06,1,35161,COD,Cancelled
1467,865,31,2024-03-23,3,35087,Credit Card,Returned
1468,99,41,2024-04-05,1,10925,COD,Delivered
1469,937,48,2024-09-11,3,8500,Wallet,Delivered
1470,891,26,2024-01-18,5,49814,COD,Delivered
1471,874,35,2024-01-05,4,35234,COD,Delivered
1472,720,50,2024-08-13,1,15137,Wallet,Returned
1473,302,13,2024-01-11,5,25126,UPI,Returned
1474,605,43,2024-05-16,4,35540,Wallet,Delivered
1475,280,42,2024-02-16,4,29212,Credit Card,Cancelled
1476,159,38,2024-07-16,2,39527,COD,Cancelled
1477,149,47,2024-11-01,4,35838,UPI,Delivered
1478,189,40,2024-02-27,5,23243,Wallet,Cancelled
1479,108,43,2024-03-07,4,23368,Wallet,Cancelled
1480,74,10,2024-01-17,5,18510,Credit Card,Delivered
1481,416,45,2024-01-23,5,33665,COD,Returned
1482,370,18,2024-03-31,3,27773,COD,Cancelled
1483,366,28,2024-12-14,4,37323,UPI,Returned
1484,293,47,2024-10-19,3,45602,COD,Delivered
1485,703,19,2024-09-12,4,11962,COD,Delivered
1486,651,32,2024-06-30,4,40316,Wallet,Returned
1487,776,12,2024-05-04,4,33056,COD,Delivered
1488,96,28,2024-10-10,5,29612,UPI,Delivered
1489,347,9,2024-09-28,5,33891,Wallet,Returned
1490,154,2,2024-04-11,3,23708,Wallet,Returned
1491,419,35,2024-12-22,5,1301,Wallet,Cancelled
1492,749,15,2024-01-29,1,11269,COD,Returned
1493,566,50,2024-01-30,1,39757,Credit Card,Returned
1494,180,22,2024-04-05,4,38318,Credit Card,Delivered
1495,273,41,2024-11-09,2,24779,Wallet,Returned
1496,387,12,2024-07-10,1,24619,COD,Delivered
1497,189,3,2024-02-02,4,5465,COD,Delivered
1498,560,25,2024-06-13,4,33973,Wallet,Returned
1499,348,11,2024-01-17,1,8532,UPI,Delivered
1500,707,32,2024-06-26,1,49826,Credit Card,Delivered
1501,19,49,2024-07-29,2,30803,UPI,Cancelled
1502,852,18,2024-11-29,2,43088,Credit Card,Delivered
1503,330,16,2024-06-08,2,23757,COD,Cancelled
1504,46,18,2024-08-19,3,30359,Credit Card,Cancelled
1505,969,15,2024-03-31,2,1177,COD,Cancelled
1506,806,49,2024-05-05,5,47812,COD,Cancelled
1507,244,7,2024-04-10,3,24497,COD,Delivered
1508,183,27,2024-10-31,4,42385,UPI,Delivered
1509,869,26,2024-12-31,4,26947,UPI,Cancelled
1510,469,17,2024-05-14,3,2690,COD,Returned
1511,839,10,2024-08-24,3,9723,Wallet,Delivered
1512,306,23,2024-07-06,2,42151,COD,Cancelled
1513,852,48,2024-10-11,2,13585,UPI,Delivered
1514,653,34,2024-02-11,4,21215,UPI,Returned
1515,393,22,2024-09-08,1,10106,Credit Card,Delivered
1516,855,48,2024-03-29,3,2013,Credit Card,Delivered
1517,88,28,2024-06-10,3,46679,Wallet,Returned
1518,754,10,2024-07-13,3,11912,UPI,Returned
1519,946,12,2024-10-04,5,34548,Credit Card,Delivered
1520,242,45,2024-03-02,2,28252,Wallet,Delivered
1521,798,18,2024-11-02,1,32644,UPI,Returned
1522,429,16,2024-05-15,2,41765,COD,Returned
1523,583,29,2024-02-21,1,41167,COD,Delivered
1524,887,46,2024-06-18,5,20499,Wallet,Cancelled
1525,727,18,2024-11-24,4,13837,Wallet,Delivered
1526,197,3,2024-12-29,2,44359,Wallet,Delivered
1527,166,45,2024-03-17,5,5018,Wallet,Returned
1528,345,19,2024-01-12,3,2101,Credit Card,Delivered
1529,348,47,2024-03-12,4,34412,COD,Delivered
1530,695,14,2024-03-24,4,5873,UPI,Cancelled
1531,311,35,2024-08-31,4,23860,Credit Card,Cancelled
1532,593,30,2024-05-20,4,40826,Wallet,Delivered
1533,600,28,2024-08-29,4,26861,Wallet,Delivered
1534,352,37,2024-08-03,2,12231,UPI,Cancelled
1535,420,26,2024-08-19,1,37630,COD,Cancelled
1536,369,16,2024-09-25,4,41253,Wallet,Returned
1537,411,33,2024-09-02,5,544,Credit Card,Cancelled
1538,859,41,2024-11-28,5,7276,COD,Delivered
1539,109,50,2024-03-26,2,39123,Wallet,Returned
1540,487,44,2024-02-14,4,20557,UPI,Returned
1541,258,4,2024-07-25,1,20084,Credit Card,Delivered
1542,803,32,2024-08-21,4,21958,Credit Card,Delivered
1543,204,15,2024-01-20,2,10037,Credit Card,Delivered
1544,992,41,2024-03-24,1,42241,UPI,Cancelled
1545,744,34,2024-12-06,1,29819,UPI,Cancelled
1546,655,1,2024-01-21,5,15149,Credit Card,Returned
1547,24,13,2024-09-18,2,14937,COD,Cancelled
1548,428,10,2024-06-08,3,17846,Wallet,Cancelled
1549,579,5,2024-11-06,5,46538,Wallet,Returned
1550,226,33,2024-06-05,2,42048,Credit Card,Returned
1551,198,44,2024-02-24,3,30892,UPI,Cancelled
1552,674,10,2024-04-14,3,1825,Wallet,Delivered
1553,258,8,2024-08-19,5,36900,COD,Cancelled
1554,41,18,2024-02-27,2,3553,UPI,Returned
1555,757,28,2024-04-01,4,29132,UPI,Cancelled
1556,960,22,2024-12-14,2,36439,Credit Card,Delivered
1557,600,11,2024-12-27,4,47035,UPI,Cancelled
1558,72,29,2024-07-09,2,32117,Wallet,Returned
1559,877,48,2024-12-25,4,2293,Wallet,Returned
1560,595,36,2024-09-26,1,43975,Credit Card,Delivered
1561,918,34,2024-09-17,1,43476,UPI,Delivered
1562,892,22,2024-07-27,4,19099,Credit Card,Delivered
1563,871,26,2024-01-11,3,17568,UPI,Cancelled
1564,345,7,2024-07-01,2,42966,UPI,Delivered
1565,279,17,2024-02-01,4,43110,Credit Card,Delivered
1566,155,28,2024-04-02,3,5566,UPI,Returned
1567,788,22,2024-12-04,3,37846,Wallet,Returned
1568,38,17,2024-03-29,3,40626,Credit Card,Returned
1569,722,27,2024-06-13,2,45222,Credit Card,Delivered
1570,462,23,2024-12-01,4,27480,Credit Card,Returned
1571,410,31,2024-02-17,2,38691,UPI,Returned
1572,443,48,2024-04-05,2,40383,UPI,Delivered
1573,287,41,2024-02-17,5,33334,COD,Cancelled
1574,332,13,2024-10-12,1,15260,COD,Delivered
1575,792,19,2024-11-26,5,43517,Credit Card,Delivered
1576,959,8,2024-07-26,5,14847,Credit Card,Cancelled
1577,11,11,2024-08-29,5,25394,UPI,Cancelled
1578,231,23,2024-08-31,3,4761,Credit Card,Cancelled
1579,175,17,2024-03-10,4,13917,Wallet,Returned
1580,994,50,2024-09-11,2,30082,Credit Card,Returned
1581,789,37,2024-11-21,5,2931,Wallet,Returned
1582,176,25,2024-04-23,2,34302,Wallet,Delivered
1583,886,22,2024-03-18,1,38270,Credit Card,Cancelled
1584,910,17,2024-04-22,5,28138,COD,Cancelled
1585,524,43,2024-07-05,3,23378,COD,Cancelled
1586,347,6,2024-01-05,3,12434,Wallet,Cancelled
1587,258,13,2024-02-16,5,27526,Credit Card,Delivered
1588,221,12,2024-09-16,3,39617,COD,Returned
1589,606,30,2024-02-11,5,3068,Credit Card,Returned
1590,816,29,2024-04-12,3,46468,Credit Card,Returned
1591,900,34,2024-04-17,1,43823,UPI,Delivered
1592,555,24,2024-09-09,2,9051,UPI,Delivered
1593,209,30,2024-03-31,2,2249,Wallet,Returned
1594,441,50,2024-05-10,1,14187,COD,Delivered
1595,340,10,2024-12-05,3,10634,Credit Card,Delivered
1596,857,11,2024-02-27,4,9428,Credit Card,Returned
1597,89,37,2024-07-04,5,23361,Wallet,Delivered
1598,679,11,2024-09-10,1,37396,Credit Card,Cancelled
1599,206,15,2024-02-11,5,46837,UPI,Returned
1600,786,42,2024-06-12,3,7069,Credit Card,Cancelled
1601,452,32,2024-04-02,5,45083,Credit Card,Cancelled
1602,850,24,2024-04-19,3,13712,Wallet,Returned
1603,104,14,2024-02-14,5,36094,UPI,Returned
1604,281,38,2024-06-01,3,3552,Wallet,Returned
1605,96,35,2024-08-05,2,6771,Wallet,Returned
1606,77,11,2024-02-09,3,19062,COD,Cancelled
1607,115,26,2024-08-12,4,12452,Credit Card,Delivered
1608,434,24,2024-09-19,3,15900,Credit Card,Delivered
1609,692,37,2024-02-04,3,33791,UPI,Returned
1610,381,38,2024-04-20,3,42894,UPI,Delivered
1611,192,24,2024-05-07,3,24966,Wallet,Returned
1612,906,24,2024-02-15,2,19312,Wallet,Returned
1613,240,10,2024-10-26,4,13120,Wallet,Cancelled
1614,538,1,2024-08-20,3,42397,UPI,Cancelled
1615,570,5,2024-05-03,4,42568,Credit Card,Delivered
1616,184,18,2024-12-04,5,45338,UPI,Cancelled
1617,567,29,2024-09-19,3,17302,UPI,Returned
1618,815,11,2024-05-09,3,43497,Credit Card,Returned
1619,230,29,2024-06-07,3,38821,COD,Cancelled
1620,19,2,2024-02-08,4,19076,COD,Cancelled
1621,540,15,2024-01-23,3,30413,Credit Card,Cancelled
1622,566,1,2024-03-22,2,25492,UPI,Returned
1623,52,40,2024-08-12,5,6914,Wallet,Delivered
1624,747,41,2024-03-16,3,21272,Wallet,Delivered
1625,767,27,2024-03-24,4,5206,COD,Cancelled
1626,424,48,2024-08-14,3,5305,COD,Delivered
1627,739,7,2024-08-18,3,18970,UPI,Delivered
1628,597,1,2024-11-21,1,36326,Credit Card,Delivered
1629,553,19,2024-07-01,5,40742,Credit Card,Delivered
1630,598,21,2024-08-28,4,16569,UPI,Returned
1631,864,49,2024-09-06,2,30307,Credit Card,Cancelled
1632,610,40,2024-09-26,5,45453,Credit Card,Returned
1633,2,16,2024-11-12,2,43594,COD,Cancelled
