product_id,product_name,category,price,stock_quantity,rating,brand
451,Product 451,Home,6416,475,4.5,"Fernandez, Carter and Bauer"
452,Product 452,Electronics,200,181,1.4,Burgess-Torres
453,Product 453,Beauty,9440,237,3.1,"Gibson, Mullins and Aguirre"
454,Product 454,Beauty,412,375,4.1,Brown Inc
455,Product 455,Beauty,6367,34,3.0,"Thomas, Delgado and Hudson"
456,Product 456,Beauty,8667,413,1.8,Watson-Walls
457,Product 457,Beauty,4081,311,3.4,"Payne, Potter and Woods"
458,Product 458,Electronics,7231,322,4.4,Mcdonald and Sons
459,Product 459,Sports,3610,229,4.3,Becker LLC
460,Product 460,Clothing,8795,312,3.6,Pham and Sons
461,Product 461,Electronics,9272,103,4.7,Trujillo-Carey
462,Product 462,Home,2010,4,3.8,Hamilton Group
463,Product 463,Electronics,8313,230,2.1,"Oneill, Williams and Holland"
464,Product 464,Sports,626,62,4.0,Alexander-Bennett
465,Product 465,Clothing,1200,379,1.8,Everett PLC
466,Product 466,Beauty,4450,434,4.9,"Oliver, Jones and Peterson"
467,Product 467,Clothing,989,0,3.3,"Lambert, Harris and Gardner"
468,Product 468,Electronics,1895,92,3.2,Welch PLC
469,Product 469,Clothing,7584,472,4.8,Sherman-Fisher
470,Product 470,Sports,8803,227,4.5,"Daniels, Davenport and Munoz"
471,Product 471,Home,3454,364,2.0,Rice-Reid
472,Product 472,Beauty,8141,357,2.1,Hall-Gordon
473,Product 473,Sports,444,269,4.7,Haynes LLC
474,Product 474,Clothing,6848,187,1.8,Gonzalez-Robles
475,Product 475,Home,2596,70,1.3,Knox-Murray
476,Product 476,Beauty,1509,43,4.1,Wright-Torres
477,Product 477,Beauty,4434,404,4.3,Crawford-Buchanan
478,Product 478,Home,7111,3,4.1,Martin and Sons
479,Product 479,Home,4003,206,3.9,"Parker, Lewis and Woods"
480,Product 480,Beauty,802,132,3.1,Taylor-Nelson
481,Product 481,Beauty,6701,210,2.1,"Jordan, Juarez and Walker"
482,Product 482,Beauty,4129,67,2.2,"Holt, Boyle and Wall"
483,Product 483,Home,5769,154,2.3,"Walker, Williams and Summers"
484,Product 484,Beauty,966,421,4.1,Gilbert-Ali
485,Product 485,Beauty,2932,154,4.1,"Robertson, Ryan and Pugh"
486,Product 486,Sports,7644,60,3.1,"Wilcox, Morgan and Ferguson"
487,Product 487,Electronics,1596,327,3.4,Stanton Ltd
488,Product 488,Electronics,5080,308,2.6,Johnson-Kemp
489,Product 489,Home,4052,342,1.4,Craig Group
490,Product 490,Sports,2663,163,2.4,"Williams, Hardin and Freeman"
491,Product 491,Beauty,7872,91,4.4,Wade LLC
492,Product 492,Beauty,2978,446,1.0,Barton Inc
493,Product 493,Beauty,674,315,1.1,Palmer-Brown
494,Product 494,Home,7434,85,3.2,"Hardin, Santiago and Vargas"
495,Product 495,Electronics,7826,190,1.6,"Alvarez, Newton and Watson"
496,Product 496,Beauty,816,255,2.9,Ayala-Martin
497,Product 497,Clothing,6071,461,4.5,"Anderson, Butler and Dean"
498,Product 498,Clothing,5376,373,4.4,"Mccoy, Ball and Kline"
499,Product 499,Sports,7189,95,2.3,"Gonzalez, Robinson and Obrien"
500,Product 500,Clothing,8459,487,1.2,Scott Group
