order_item_id,order_id,product_id,quantity,unit_price,total_price,discount,return_id,return_reason,return_date,refund_amount,status
8487,2796,68,1,1393,1393,21,313,Damaged,2025-02-11,1002.6716946507768,Processed
10420,3441,329,1,6394,6394,13,314,Late Delivery,2025-06-24,4655.431881990263,Processed
13280,4385,288,2,6709,13418,18,315,Late Delivery,2025-04-03,12111.584312191948,Processed
13783,4544,294,2,2813,5626,17,316,Other,2025-03-09,3740.4604745938423,Pending
14332,4728,427,2,7939,15878,37,317,Late Delivery,2025-10-21,14385.305642115973,Processed
3097,1032,110,1,166,166,45,318,Late Delivery,2025-03-13,96.28694968710526,Processed
3262,1088,353,1,8490,8490,48,319,Other,2025-01-03,7143.222891966792,Processed
7219,2395,463,1,8313,8313,27,320,Late Delivery,2025-07-27,5048.817260295053,Pending
10867,3588,434,1,7634,7634,24,321,Late Delivery,2025-10-30,6460.664727788454,Processed
710,241,317,1,3598,3598,45,322,Other,2025-01-10,3072.5769334826555,Pending
5121,1696,322,2,8465,16930,7,323,Late Delivery,2025-01-12,9941.666897961659,Processed
2540,834,194,2,8080,16160,19,324,Late Delivery,2025-09-04,8301.320581692764,Pending
2305,758,474,2,6848,13696,9,325,Damaged,2025-01-04,13427.060243312095,Pending
4343,1447,24,2,1400,2800,14,326,Other,2025-01-16,2072.238648995924,Processed
9342,3086,185,2,9725,19450,23,327,Other,2025-09-23,12369.47677164679,Processed
7459,2469,11,2,6295,12590,0,328,Wrong Item,2025-03-28,10181.505365407418,Processed
12756,4214,313,1,2105,2105,48,329,Other,2025-11-01,1671.2752143131083,Processed
9920,3281,461,2,9272,18544,35,330,Damaged,2025-05-13,12101.773768824152,Processed
4160,1385,294,1,2813,2813,34,331,Wrong Item,2025-01-07,1648.496589032045,Processed
10112,3345,399,2,2348,4696,27,332,Damaged,2025-04-07,4435.388189289379,Processed
9645,3189,213,1,1327,1327,46,333,Wrong Item,2025-11-05,1003.2459566634278,Pending
14753,4865,386,2,7081,14162,2,334,Other,2025-05-07,7286.612356318649,Processed
1819,604,146,1,7549,7549,7,335,Wrong Item,2025-08-20,3939.408905870254,Processed
3154,1049,23,2,5151,10302,5,336,Late Delivery,2025-09-13,8286.955411246905,Processed
8417,2774,230,2,1378,2756,24,337,Wrong Item,2025-10-05,1971.7012956978162,Pending
5806,1931,308,1,9878,9878,10,338,Damaged,2025-02-09,5093.549875193875,Processed
7938,2624,95,1,1920,1920,10,339,Late Delivery,2025-03-06,1241.9314865170193,Processed
2215,728,253,1,4985,4985,5,340,Other,2025-10-16,3101.1924136662487,Processed
293,100,76,1,1796,1796,18,341,Wrong Item,2025-08-04,1187.3394966389974,Processed
6481,2149,345,1,6080,6080,0,342,Wrong Item,2025-08-22,5593.2687809225035,Processed
4380,1458,178,1,885,885,43,343,Late Delivery,2025-01-05,757.5740516483348,Pending
10162,3360,51,2,4970,9940,0,344,Wrong Item,2025-04-12,7556.880043670366,Processed
8799,2902,95,2,1920,3840,20,345,Late Delivery,2025-10-21,2007.7163203527616,Pending
14127,4658,472,1,8141,8141,14,346,Wrong Item,2025-04-17,6262.994428138537,Pending
7204,2391,195,2,527,1054,49,347,Other,2025-12-02,578.230264477415,Pending
4859,1611,31,2,6864,13728,25,348,Late Delivery,2025-09-05,11023.0827559752,Processed
12422,4102,401,2,2493,4986,38,349,Wrong Item,2025-02-28,4811.111087163554,Processed
12094,3989,293,2,3156,6312,46,350,Other,2025-08-07,5789.100994041733,Pending
9700,3208,292,2,9437,18874,2,351,Damaged,2025-07-14,11928.26642873466,Processed
790,269,365,1,2532,2532,6,352,Late Delivery,2025-08-20,1579.0789229130216,Pending
5699,1895,312,1,1017,1017,49,353,Other,2025-02-03,680.7074683017927,Processed
3748,1252,135,1,2784,2784,46,354,Wrong Item,2025-04-24,1471.4288733363908,Pending
8962,2959,354,2,6624,13248,0,355,Damaged,2025-06-21,11405.226073283266,Processed
10142,3354,440,2,632,1264,42,356,Other,2025-08-31,1122.3750751322789,Pending
10903,3598,460,2,8795,17590,14,357,Other,2025-10-17,16549.734133323676,Pending
11322,3733,145,1,303,303,25,358,Wrong Item,2025-10-08,203.44595586952164,Processed
11010,3629,13,1,2609,2609,27,359,Wrong Item,2025-01-04,2285.0523545980445,Processed
6341,2098,116,1,6777,6777,34,360,Late Delivery,2025-03-23,3986.4765079514154,Pending
8825,2913,272,2,9771,19542,48,361,Late Delivery,2025-10-25,12513.895949806569,Processed
13990,4616,463,1,8313,8313,22,362,Damaged,2025-05-17,5685.180003162767,Processed
3990,1330,427,1,7939,7939,21,363,Damaged,2025-03-19,6165.015764471029,Processed
14524,4793,172,2,8206,16412,41,364,Other,2025-02-26,12007.16399900534,Processed
2746,906,235,2,931,1862,38,365,Late Delivery,2025-02-09,1553.9057285882004,Pending
5785,1924,236,1,5507,5507,33,366,Wrong Item,2025-01-20,4254.607812179886,Processed
8804,2904,273,2,9304,18608,3,367,Wrong Item,2025-04-24,13031.636987420028,Processed
10923,3603,184,1,2562,2562,46,368,Damaged,2025-01-31,1370.6484116949816,Pending
4744,1576,126,2,511,1022,3,369,Wrong Item,2025-08-24,645.1711283938897,Processed
14461,4768,497,2,6071,12142,12,370,Damaged,2025-02-02,7112.162853363435,Pending
9197,3036,153,1,6657,6657,48,371,Wrong Item,2025-02-16,5715.8788071299205,Pending
15026,4961,58,1,9175,9175,8,372,Damaged,2025-02-10,5363.174245092732,Processed
12913,4268,26,2,4719,9438,46,373,Late Delivery,2025-07-31,6049.626839841421,Pending
1131,380,85,1,7726,7726,29,374,Wrong Item,2025-05-13,6612.084690749763,Processed
2830,936,36,2,3776,7552,15,375,Other,2025-09-06,4402.598966289196,Processed
14577,4807,67,2,1386,2772,43,376,Other,2025-02-05,1808.124825584877,Pending
9361,3093,312,1,1017,1017,14,377,Damaged,2025-08-16,543.9947169829525,Processed
7962,2632,376,1,7229,7229,37,378,Wrong Item,2025-07-13,6789.432730996917,Pending
8292,2736,105,2,2035,4070,21,379,Late Delivery,2025-08-08,4044.7940252626217,Processed
4637,1539,26,1,4719,4719,18,380,Damaged,2025-04-26,3436.5413658084644,Pending
13332,4402,266,1,1413,1413,11,381,Other,2025-04-29,1079.45295250961,Processed
2446,804,74,1,4264,4264,42,382,Damaged,2025-09-01,4186.965635400088,Pending
10610,3507,65,1,1575,1575,12,383,Late Delivery,2025-06-27,1051.123408008628,Processed
9930,3285,322,2,8465,16930,43,384,Other,2025-06-24,10509.168054380541,Pending
11517,3798,338,1,8558,8558,15,385,Wrong Item,2025-08-23,5476.702202220928,Pending
7196,2389,240,1,826,826,13,386,Damaged,2025-09-20,462.99213445177384,Pending
1232,408,293,2,3156,6312,11,387,Late Delivery,2025-09-30,5405.5277457915345,Processed
5693,1892,141,1,5963,5963,28,388,Late Delivery,2025-10-29,5024.479532871857,Processed
11803,3886,104,2,4304,8608,41,389,Other,2025-11-09,5959.704401130499,Pending
13064,4314,63,1,226,226,6,390,Other,2025-05-12,149.25653391743452,Pending
9891,3270,16,2,6789,13578,21,391,Late Delivery,2025-04-01,11548.551133086607,Pending
4569,1519,348,2,9864,19728,33,392,Damaged,2025-04-03,18182.82101277124,Pending
9226,3043,86,1,3922,3922,32,393,Other,2025-05-19,2096.0760640686663,Processed
7261,2410,157,2,8682,17364,24,394,Wrong Item,2025-04-02,17349.29588366183,Processed
10291,3399,280,2,598,1196,20,395,Late Delivery,2025-07-03,1058.8183558039054,Pending
11677,3849,469,1,7584,7584,34,396,Other,2025-10-22,5125.624452158216,Processed
14933,4925,110,2,166,332,14,397,Wrong Item,2025-03-01,222.85463584537192,Processed
417,144,412,2,2577,5154,34,398,Other,2025-03-18,3413.7466707842427,Pending
7369,2441,113,2,8499,16998,46,399,Other,2025-01-13,14958.238327843736,Processed
9413,3114,163,1,1089,1089,35,400,Other,2025-06-12,900.5250347219911,Processed
1914,632,201,1,1906,1906,37,401,Late Delivery,2025-04-22,1852.0973636631868,Processed
306,107,51,1,4970,4970,9,402,Wrong Item,2025-06-23,3698.6113128078227,Processed
1344,447,337,1,3014,3014,45,403,Other,2025-04-04,1867.757410147182,Pending
4678,1553,357,2,1901,3802,23,404,Wrong Item,2025-03-03,3094.311955244627,Pending
6121,2029,241,1,6358,6358,49,405,Wrong Item,2025-05-17,4531.658448641922,Processed
4683,1555,73,2,4792,9584,31,406,Wrong Item,2025-05-20,8684.248429604655,Processed
1507,504,30,2,7952,15904,7,407,Late Delivery,2025-01-04,8270.651992340681,Processed
3081,1027,327,2,4059,8118,15,408,Late Delivery,2025-04-03,4250.092647769965,Pending
9267,3057,423,2,9274,18548,43,409,Damaged,2025-05-11,9485.05397899915,Pending
9969,3297,149,2,6253,12506,9,410,Wrong Item,2025-01-25,7168.681279564155,Pending
13572,4479,274,1,514,514,48,411,Other,2025-02-18,321.609779961241,Processed
3612,1205,210,1,2955,2955,28,412,Other,2025-01-04,1862.9046480181364,Pending
13473,4444,386,2,7081,14162,31,413,Damaged,2025-09-29,9868.272894253274,Processed
4367,1454,447,1,2645,2645,33,414,Damaged,2025-03-18,1467.6825181946954,Processed
103,38,386,1,7081,7081,21,415,Late Delivery,2025-07-21,6695.002948370933,Pending
2339,770,67,1,1386,1386,2,416,Wrong Item,2025-03-31,878.247519436824,Processed
13586,4483,421,2,1837,3674,26,417,Wrong Item,2025-08-26,2094.508139978909,Processed
2574,845,318,2,8576,17152,19,418,Late Delivery,2025-08-06,15578.84183199732,Processed
9552,3156,23,2,5151,10302,27,419,Late Delivery,2025-03-21,7636.487307676884,Pending
8108,2681,288,2,6709,13418,21,420,Wrong Item,2025-12-02,11490.994187913562,Processed
4504,1494,428,1,4566,4566,27,421,Other,2025-07-20,3268.5974665401022,Processed
6418,2123,80,1,9998,9998,26,422,Wrong Item,2025-10-24,8150.875935952056,Pending
1444,480,257,2,1515,3030,22,423,Damaged,2025-09-15,1643.7948480471189,Processed
757,258,310,1,1023,1023,17,424,Late Delivery,2025-06-29,705.6034210277116,Pending
2004,661,318,1,8576,8576,41,425,Late Delivery,2025-01-30,6999.615396413627,Processed
2267,747,78,2,9614,19228,23,426,Other,2025-02-10,15190.043422747578,Processed
9827,3246,219,1,8550,8550,8,427,Wrong Item,2025-03-15,8430.734235538726,Pending
8951,2957,216,2,6829,13658,13,428,Wrong Item,2025-11-07,12936.533183027901,Processed
6916,2295,412,1,2577,2577,8,429,Damaged,2025-09-08,2176.0366845184744,Processed
8602,2834,299,2,6735,13470,12,430,Late Delivery,2025-03-14,10649.53335938581,Pending
4331,1444,440,1,632,632,15,431,Wrong Item,2025-03-15,491.9513291197502,Processed
13779,4543,104,2,4304,8608,4,432,Wrong Item,2025-09-06,7964.28732532827,Processed
9691,3205,156,1,1080,1080,47,433,Other,2025-11-11,947.9621759616858,Pending
10641,3518,133,2,4827,9654,16,434,Other,2025-05-25,6054.167035405271,Processed
12935,4276,248,2,5140,10280,0,435,Late Delivery,2025-04-24,10229.653709947193,Pending
3620,1209,476,2,1509,3018,46,436,Wrong Item,2025-05-25,2200.6311713539635,Pending
7308,2424,225,2,6279,12558,9,437,Late Delivery,2025-05-06,7195.175578357764,Pending
371,130,467,2,989,1978,47,438,Late Delivery,2025-06-02,1120.701527053877,Processed
9839,3251,54,2,5045,10090,31,439,Damaged,2025-03-01,5735.751860077529,Pending
8468,2791,14,1,6673,6673,31,440,Other,2025-01-07,5948.822097007176,Pending
10182,3365,271,1,9332,9332,6,441,Late Delivery,2025-01-04,6739.267744581111,Processed
14259,4703,192,2,8710,17420,7,442,Damaged,2025-06-14,11341.7749859329,Processed
3040,1011,241,1,6358,6358,9,443,Damaged,2025-03-12,6192.740401458147,Processed
10146,3355,276,2,5653,11306,5,444,Damaged,2025-04-03,7655.3665024600605,Processed
13914,4589,87,1,5931,5931,33,445,Late Delivery,2025-05-03,3549.5295975862696,Processed
3738,1249,275,2,4126,8252,31,446,Damaged,2025-11-07,6559.143296401177,Processed
8905,2938,356,2,7623,15246,19,447,Damaged,2025-07-30,9057.258222580464,Pending
5787,1925,316,2,2025,4050,29,448,Other,2025-05-13,3603.681126492341,Processed
2285,751,330,1,6169,6169,28,449,Other,2025-08-16,4335.006750844478,Pending
2470,814,156,1,1080,1080,13,450,Wrong Item,2025-04-18,1054.0128865665104,Processed
12364,4082,394,2,9264,18528,34,451,Other,2025-03-30,16411.212363925024,Processed
11576,3816,101,1,8481,8481,26,452,Wrong Item,2025-05-23,5551.767776444474,Pending
2659,875,355,1,3972,3972,21,453,Late Delivery,2025-11-06,3593.9329628721193,Processed
12753,4213,146,1,7549,7549,49,454,Late Delivery,2025-01-10,5178.478999889511,Pending
13188,4352,103,1,3003,3003,27,455,Damaged,2025-11-03,2135.977485364453,Processed
1530,511,380,2,5037,10074,19,456,Other,2025-10-11,7857.176424672673,Pending
6920,2296,476,1,1509,1509,25,457,Wrong Item,2025-02-18,1059.8099067583041,Pending
4463,1483,88,2,1892,3784,4,458,Wrong Item,2025-05-05,2463.275426993624,Pending
8553,2818,361,2,1521,3042,5,459,Damaged,2025-01-29,2101.7695423996493,Processed
11372,3749,85,2,7726,15452,4,460,Other,2025-11-17,11363.487937818125,Processed
4053,1355,361,2,1521,3042,20,461,Other,2025-04-11,1533.2949819217322,Processed
2026,668,311,1,1370,1370,0,462,Wrong Item,2025-07-05,864.0558946041443,Pending
3515,1166,271,1,9332,9332,49,463,Other,2025-02-13,8357.671300744512,Pending
3257,1085,274,1,514,514,20,464,Other,2025-10-04,414.15253952490923,Processed
3388,1126,115,2,901,1802,0,465,Other,2025-06-13,1338.5599134456297,Processed
13799,4548,361,2,1521,3042,18,466,Other,2025-01-19,1926.9473746700169,Pending
7816,2585,56,2,3520,7040,16,467,Wrong Item,2025-02-03,6489.409963540489,Pending
12432,4106,195,2,527,1054,24,468,Wrong Item,2025-06-13,685.5649783139506,Processed
9204,3037,411,1,683,683,41,469,Wrong Item,2025-07-20,597.8133997621562,Pending
3776,1262,428,2,4566,9132,40,470,Wrong Item,2025-02-26,4939.544493573074,Processed
1764,587,191,1,600,600,38,471,Wrong Item,2025-09-03,408.8627562360156,Processed
5296,1756,359,2,134,268,33,472,Late Delivery,2025-07-03,263.2722151444545,Pending
6545,2175,225,2,6279,12558,4,473,Wrong Item,2025-05-03,8982.984319858107,Pending
8838,2916,484,2,966,1932,36,474,Other,2025-04-18,1910.6532390477137,Processed
14304,4718,115,2,901,1802,49,475,Other,2025-06-05,1399.5900869297363,Processed
8607,2835,362,2,9032,18064,10,476,Damaged,2025-09-03,15022.8820815836,Processed
1117,376,491,1,7872,7872,24,477,Other,2025-05-11,4550.892410098178,Processed
8446,2785,242,1,959,959,10,478,Other,2025-04-27,592.1351424944872,Processed
13371,4412,488,2,5080,10160,13,479,Wrong Item,2025-02-19,8242.024684679107,Pending
9582,3166,146,2,7549,15098,3,480,Wrong Item,2025-06-28,8467.820335633161,Pending
6561,2181,262,1,7591,7591,20,481,Damaged,2025-09-22,4163.88807284597,Processed
4082,1366,294,2,2813,5626,10,482,Wrong Item,2025-04-29,3347.9856129795376,Pending
109,41,351,1,8394,8394,29,483,Damaged,2025-06-05,4516.042657371317,Pending
11293,3722,118,2,3022,6044,2,484,Late Delivery,2025-03-21,5222.76895141281,Processed
9788,3235,492,1,2978,2978,44,485,Other,2025-10-24,2150.7236739764503,Pending
10841,3578,137,1,9792,9792,31,486,Damaged,2025-05-26,6157.242031910505,Pending
9655,3193,428,1,4566,4566,25,487,Wrong Item,2025-05-19,4336.678098496564,Processed
3339,1113,253,1,4985,4985,40,488,Wrong Item,2025-08-26,4496.743360162409,Processed
10444,3447,56,1,3520,3520,21,489,Late Delivery,2025-11-28,2999.7368497996827,Pending
10740,3549,178,1,885,885,5,490,Wrong Item,2025-12-01,834.4860603883634,Pending
11001,3626,117,1,6431,6431,25,491,Damaged,2025-07-23,4142.636423488759,Processed
4051,1354,98,2,8801,17602,27,492,Wrong Item,2025-09-21,9902.584231837654,Pending
14062,4639,245,2,6825,13650,24,493,Wrong Item,2025-01-21,13466.559590388899,Pending
3647,1218,323,2,3539,7078,17,494,Damaged,2025-06-18,6999.907864027524,Processed
5389,1786,159,1,5798,5798,17,495,Late Delivery,2025-06-24,3914.105121683659,Pending
10485,3460,369,1,2604,2604,44,496,Other,2025-03-31,1648.495564844678,Pending
13714,4525,174,2,5394,10788,12,497,Damaged,2025-05-25,7102.848534665134,Pending
9499,3141,374,1,1359,1359,12,498,Late Delivery,2025-04-30,729.9494702789113,Pending
14260,4703,273,2,9304,18608,43,499,Damaged,2025-02-06,9732.69977910106,Processed
4271,1426,166,2,1767,3534,4,500,Other,2025-07-09,2377.7318586686574,Pending
5974,1982,280,1,598,598,27,501,Late Delivery,2025-06-09,409.74552814492057,Pending
12836,4242,77,1,2932,2932,6,502,Other,2025-07-22,2042.424324146794,Pending
11852,3906,126,2,511,1022,42,503,Late Delivery,2025-06-08,849.5105432615,Processed
2638,868,124,2,4127,8254,26,504,Wrong Item,2025-07-13,5044.730606078523,Pending
8617,2837,46,2,2736,5472,49,505,Damaged,2025-11-13,4129.6960999084495,Processed
7498,2479,28,1,3348,3348,30,506,Damaged,2025-02-18,3296.98091164142,Processed
7484,2475,128,2,1065,2130,23,507,Damaged,2025-02-20,1127.8890771507695,Pending
8599,2834,347,2,4055,8110,20,508,Damaged,2025-11-05,7082.208080680288,Pending
2710,894,395,2,4317,8634,40,509,Damaged,2025-09-14,7284.714540150402,Processed
5309,1762,355,2,3972,7944,30,510,Wrong Item,2025-02-05,7029.22584951421,Processed
14469,4770,296,1,4832,4832,30,511,Wrong Item,2025-07-08,3679.794684898993,Processed
1789,595,456,2,8667,17334,35,512,Wrong Item,2025-01-16,12044.38055173661,Pending
6947,2306,38,1,7964,7964,42,513,Other,2025-05-27,7070.442224173325,Processed
6216,2062,103,2,3003,6006,16,514,Wrong Item,2025-03-27,3617.190749196763,Pending
8447,2785,376,2,7229,14458,9,515,Late Delivery,2025-11-23,7927.000817587246,Processed
14013,4624,231,1,6242,6242,45,516,Damaged,2025-06-22,4794.46053621715,Processed
10250,3387,292,1,9437,9437,35,517,Wrong Item,2025-10-22,6588.268443116289,Pending
4511,1497,453,1,9440,9440,1,518,Other,2025-10-03,6867.261898910003,Pending
14808,4884,429,1,9556,9556,43,519,Damaged,2025-04-11,7488.517060763403,Pending
14204,4681,244,1,9563,9563,19,520,Wrong Item,2025-03-20,8618.567857667098,Pending
10021,3315,371,2,8364,16728,19,521,Other,2025-02-22,8719.685399169113,Processed
5375,1783,390,1,2081,2081,46,522,Late Delivery,2025-02-24,1673.8207261804002,Processed
514,179,430,2,8207,16414,17,523,Other,2025-06-06,11629.845180081827,Pending
14300,4717,486,2,7644,15288,48,524,Other,2025-07-20,8997.755892587486,Processed
7834,2590,457,1,4081,4081,13,525,Late Delivery,2025-04-27,3695.217720674414,Processed
1748,583,168,2,2126,4252,30,526,Other,2025-08-28,3710.188285578593,Pending
12818,4236,29,1,8365,8365,38,527,Other,2025-04-14,4618.094109775052,Pending
12020,3964,85,2,7726,15452,16,528,Other,2025-07-03,11500.646785964213,Processed
5728,1903,137,2,9792,19584,47,529,Other,2025-01-11,16105.11392424397,Pending
8341,2752,82,1,9229,9229,24,530,Wrong Item,2025-04-11,7992.861754117777,Pending
12045,3972,459,1,3610,3610,26,531,Late Delivery,2025-01-07,2168.444786636873,Pending
4155,1384,478,2,7111,14222,11,532,Late Delivery,2025-03-10,11221.736003050924,Processed
9862,3259,276,1,5653,5653,29,533,Damaged,2025-06-27,5470.846659586622,Pending
3146,1047,11,1,6295,6295,45,534,Late Delivery,2025-03-08,3670.3734245864875,Processed
14329,4727,59,1,3707,3707,47,535,Late Delivery,2025-08-03,3686.358025209515,Pending
1785,594,369,1,2604,2604,24,536,Wrong Item,2025-10-28,1386.5049379572608,Pending
4829,1602,459,1,3610,3610,48,537,Late Delivery,2025-07-08,1832.2208070238742,Processed
9376,3099,55,1,2603,2603,10,538,Late Delivery,2025-01-13,2583.914653614817,Processed
1845,612,305,1,6459,6459,41,539,Damaged,2025-08-17,3490.539378982877,Pending
13775,4541,380,1,5037,5037,26,540,Damaged,2025-01-22,3204.314102431218,Processed
12830,4240,227,2,3371,6742,23,541,Damaged,2025-03-30,4975.373210217791,Pending
9752,3224,437,2,8765,17530,24,542,Damaged,2025-04-05,10041.495566165184,Pending
14862,4905,35,2,532,1064,48,543,Wrong Item,2025-02-06,1012.814222074128,Pending
5348,1776,198,2,2082,4164,41,544,Late Delivery,2025-06-18,4153.336986784263,Pending
11522,3799,305,1,6459,6459,3,545,Damaged,2025-09-23,5773.8074798905045,Pending
5864,1948,380,1,5037,5037,25,546,Wrong Item,2025-03-15,4831.237657341825,Processed
3907,1305,252,1,2663,2663,36,547,Late Delivery,2025-06-01,1550.1659333956677,Processed
13862,4569,453,1,9440,9440,44,548,Wrong Item,2025-03-02,5212.277839822413,Pending
5598,1856,351,2,8394,16788,41,549,Late Delivery,2025-09-23,12201.571153726089,Processed
12195,4020,20,2,7740,15480,15,550,Damaged,2025-04-06,12078.156903229377,Pending
4135,1378,483,2,5769,11538,41,551,Damaged,2025-11-19,9032.933598076255,Processed
5069,1680,4,2,3526,7052,25,552,Damaged,2025-09-04,6871.061357132994,Processed
5587,1853,335,2,3595,7190,13,553,Other,2025-06-12,4652.185006377036,Processed
96,37,256,2,8015,16030,42,554,Damaged,2025-02-25,9490.500172479844,Pending
11003,3627,69,2,3379,6758,43,555,Late Delivery,2025-06-23,4087.342980987242,Pending
4677,1553,297,1,1490,1490,4,556,Wrong Item,2025-11-15,1226.8525613819872,Processed
5486,1819,283,1,9977,9977,18,557,Late Delivery,2025-06-30,7154.654312711439,Pending
4587,1525,386,2,7081,14162,8,558,Late Delivery,2025-06-23,9610.648849954478,Processed
11713,3860,328,2,1982,3964,13,559,Late Delivery,2025-05-18,3357.2870661365305,Processed
11148,3672,317,1,3598,3598,13,560,Late Delivery,2025-03-25,2331.1660088807735,Pending
10187,3367,404,1,5532,5532,47,561,Other,2025-01-31,4943.6707214916005,Processed
11205,3693,434,1,7634,7634,47,562,Damaged,2025-01-02,5816.573949290238,Pending
11334,3737,466,1,4450,4450,48,563,Other,2025-09-10,3418.9746153699625,Pending
9158,3024,426,2,3669,7338,23,564,Damaged,2025-02-13,7245.834295463063,Pending
8513,2805,259,2,4256,8512,36,565,Damaged,2025-09-23,7387.219355786215,Pending
3020,1004,289,1,6074,6074,25,566,Late Delivery,2025-11-22,3830.4221629549756,Pending
1289,428,276,1,5653,5653,36,567,Damaged,2025-03-08,3283.1724285467217,Processed
4649,1544,388,1,2920,2920,28,568,Damaged,2025-08-20,2292.288187323587,Pending
8495,2798,258,2,6742,13484,23,569,Damaged,2025-06-29,7383.953365165275,Processed
6716,2235,144,1,952,952,45,570,Other,2025-11-14,932.3116361020908,Processed
5685,1888,23,1,5151,5151,17,571,Other,2025-04-16,4364.837596903741,Processed
5916,1962,194,1,8080,8080,34,572,Late Delivery,2025-01-19,7143.413284210171,Pending
4518,1501,485,2,2932,5864,26,573,Other,2025-10-16,3148.4018861696686,Pending
3452,1146,220,1,792,792,21,574,Wrong Item,2025-05-11,742.8259900298983,Pending
3599,1200,42,2,3798,7596,39,575,Other,2025-09-07,5926.222528409291,Processed
14492,4779,395,1,4317,4317,48,576,Wrong Item,2025-05-05,2645.7400935177243,Pending
1608,537,241,2,6358,12716,38,577,Late Delivery,2025-03-01,11282.28437711889,Processed
5633,1871,111,1,4199,4199,36,578,Wrong Item,2025-06-08,2205.834912479353,Processed
10969,3617,498,2,5376,10752,45,579,Damaged,2025-11-20,9619.615564708643,Processed
6846,2277,194,2,8080,16160,8,580,Late Delivery,2025-05-23,11119.464723919815,Pending
3141,1045,497,1,6071,6071,21,581,Wrong Item,2025-05-06,4221.5862542454015,Pending
8038,2660,381,1,1186,1186,9,582,Damaged,2025-08-18,894.3337763166916,Processed
3902,1304,11,2,6295,12590,22,583,Damaged,2025-01-04,7136.0012691712245,Processed
14504,4782,342,2,808,1616,43,584,Damaged,2025-02-28,1184.8174244824672,Processed
334,117,170,1,5243,5243,18,585,Damaged,2025-04-07,5110.628400130063,Pending
42,13,147,1,4932,4932,32,586,Late Delivery,2025-08-26,2582.8212708122123,Pending
1190,399,436,2,9749,19498,47,587,Late Delivery,2025-02-08,19405.407836720697,Pending
11554,3810,290,1,8108,8108,40,588,Other,2025-02-28,5436.838338236798,Pending
1414,471,163,1,1089,1089,45,589,Late Delivery,2025-07-11,752.3652303169041,Processed
11893,3921,26,2,4719,9438,30,590,Late Delivery,2025-02-24,7374.099929261837,Processed
13547,4467,265,1,445,445,48,591,Damaged,2025-03-19,430.1358578769207,Processed
424,146,47,2,6006,12012,45,592,Other,2025-05-02,9806.245917202987,Processed
6754,2247,217,2,6416,12832,23,593,Wrong Item,2025-05-20,6701.145533001786,Pending
4273,1426,64,2,3594,7188,33,594,Wrong Item,2025-11-28,3803.866595747081,Processed
14890,4913,203,2,8865,17730,33,595,Late Delivery,2025-09-23,13281.782374507175,Pending
5834,1939,363,2,5692,11384,11,596,Damaged,2025-05-14,6592.462611017162,Processed
4571,1519,500,1,8459,8459,30,597,Damaged,2025-07-15,5083.564245980766,Processed
1097,370,94,2,8136,16272,35,598,Late Delivery,2025-10-16,15268.965854230513,Processed
4519,1501,126,2,511,1022,8,599,Wrong Item,2025-07-05,778.8861432688473,Processed
3943,1316,115,1,901,901,23,600,Late Delivery,2025-11-01,668.9127618589033,Pending
9364,3094,30,1,7952,7952,48,601,Other,2025-03-24,4791.936119533894,Pending
9314,3073,479,2,4003,8006,34,602,Late Delivery,2025-08-18,6279.0211878438495,Pending
14900,4916,237,1,3798,3798,43,603,Other,2025-09-30,3124.9761763767456,Processed
11841,3902,464,1,626,626,3,604,Damaged,2025-09-22,575.7316032064792,Pending
10191,3368,481,1,6701,6701,5,605,Late Delivery,2025-02-06,3861.6775090073875,Processed
368,129,173,1,7111,7111,45,606,Other,2025-08-29,6804.751081129646,Pending
6105,2026,122,2,8570,17140,44,607,Late Delivery,2025-02-18,10313.546724438447,Processed
12138,4001,91,1,2426,2426,1,608,Wrong Item,2025-05-26,1865.4129946139328,Pending
14458,4766,50,1,7706,7706,8,609,Other,2025-04-04,4178.70465643778,Processed
7841,2593,213,1,1327,1327,7,610,Late Delivery,2025-10-21,1221.3458033402278,Processed
1178,395,489,2,4052,8104,13,611,Wrong Item,2025-01-24,5623.297735434995,Pending
8618,2838,116,2,6777,13554,9,612,Other,2025-08-23,10799.571504780894,Pending
4607,1531,2,2,1005,2010,45,613,Damaged,2025-05-02,1484.4230917613627,Pending
14689,4843,439,2,8872,17744,40,614,Damaged,2025-01-19,15303.371926319383,Pending
12313,4060,57,1,2705,2705,30,615,Damaged,2025-05-06,1561.9973573340978,Processed
6841,2276,33,1,2531,2531,21,616,Other,2025-06-26,2439.2845538807883,Processed
2803,926,419,2,6185,12370,0,617,Other,2025-11-04,8041.846947471676,Processed
9047,2984,211,1,8936,8936,29,618,Damaged,2025-03-23,5682.0552234489005,Processed
11228,3700,495,2,7826,15652,30,619,Late Delivery,2025-04-18,15171.931458201514,Pending
10152,3357,431,1,3477,3477,11,620,Damaged,2025-09-17,2455.1686803316984,Processed
8992,2969,285,1,6960,6960,26,621,Damaged,2025-02-02,6493.261649415013,Pending
4523,1503,261,1,8358,8358,30,622,Late Delivery,2025-03-19,6480.518973357684,Processed
9273,3059,100,2,2808,5616,49,623,Wrong Item,2025-05-01,3264.742014443352,Processed
12924,4273,257,2,1515,3030,0,624,Late Delivery,2025-09-09,2557.387473346227,Pending
2185,719,363,1,5692,5692,22,625,Damaged,2025-06-20,5689.5670966725565,Processed
13849,4566,28,1,3348,3348,6,626,Late Delivery,2025-07-01,2850.0594754511303,Processed
